env_id,control_effort,timeToGoal,stayedInGoal,precisionOnGoal
290,0.0,NaN,0.0,1.1068707704544067
291,0.0,NaN,0.0,1.3756475448608398
292,0.0,NaN,0.0,1.697911024093628
293,0.0,NaN,0.0,2.04782772064209
294,0.0,NaN,0.0,2.4124293327331543
295,0.0,NaN,0.0,2.7846872806549072
296,0.0,NaN,0.0,3.1229610443115234
297,0.0,NaN,0.0,2.7476370334625244
298,0.0,NaN,0.0,2.3759140968322754
299,0.0,NaN,0.0,2.012389898300171
300,0.0,NaN,0.0,1.664491057395935
301,0.0,NaN,0.0,1.3460733890533447
302,0.0,NaN,0.0,1.0847960710525513
303,0.0,NaN,0.0,0.9310664534568787
304,0.0,NaN,0.0,1.3156036138534546
305,0.0,NaN,0.0,1.288821816444397
306,0.0,NaN,0.0,1.3756473064422607
307,0.0,NaN,0.0,1.5568004846572876
308,0.0,NaN,0.0,1.8032753467559814
309,0.0,NaN,0.0,2.090920925140381
310,0.0,NaN,0.0,2.4034206867218018
311,0.0,NaN,0.0,2.7301862239837646
312,0.0,NaN,0.0,3.0639281272888184
313,0.0,NaN,0.0,2.8842601776123047
314,0.0,NaN,0.0,2.55348539352417
315,0.0,NaN,0.0,2.2333099842071533
316,0.0,NaN,0.0,1.932535171508789
317,0.0,NaN,0.0,1.6644909381866455
318,0.0,NaN,0.0,1.4495844841003418
319,0.0,NaN,0.0,1.315603494644165
320,0.0,NaN,0.0,1.7145277261734009
321,0.0,NaN,0.0,1.6668890714645386
322,0.0,NaN,0.0,1.6979106664657593
323,0.0,NaN,0.0,1.8032753467559814
324,0.0,NaN,0.0,1.9702141284942627
325,0.0,NaN,0.0,2.1832079887390137
326,0.0,NaN,0.0,2.428157091140747
327,0.0,NaN,0.0,2.693704605102539
328,0.0,NaN,0.0,2.970890998840332
329,0.0,NaN,0.0,3.0309205055236816
330,0.0,NaN,0.0,2.7522449493408203
331,0.0,NaN,0.0,2.48352313041687
332,0.0,NaN,0.0,2.233309507369995
333,0.0,NaN,0.0,2.012389659881592
334,0.0,NaN,0.0,1.8343085050582886
335,0.0,NaN,0.0,1.7145280838012695
336,0.0,NaN,0.0,2.119537353515625
337,0.0,NaN,0.0,2.0576584339141846
338,0.0,NaN,0.0,2.04782772064209
339,0.0,NaN,0.0,2.0909204483032227
340,0.0,NaN,0.0,2.1832079887390137
341,0.0,NaN,0.0,2.3175315856933594
342,0.0,NaN,0.0,2.4851150512695312
343,0.0,NaN,0.0,2.67704176902771
344,0.0,NaN,0.0,2.8849923610687256
345,0.0,NaN,0.0,3.1013686656951904
346,0.0,NaN,0.0,2.9641518592834473
347,0.0,NaN,0.0,2.752246141433716
348,0.0,NaN,0.0,2.55348539352417
349,0.0,NaN,0.0,2.3759148120880127
350,0.0,NaN,0.0,2.2282779216766357
351,0.0,NaN,0.0,2.119537830352783
352,0.0,NaN,0.0,2.5274579524993896
353,0.0,NaN,0.0,2.454622268676758
354,0.0,NaN,0.0,2.4124293327331543
355,0.0,NaN,0.0,2.4034206867218018
356,0.0,NaN,0.0,2.428156614303589
357,0.0,NaN,0.0,2.4851150512695312
358,0.0,NaN,0.0,2.5709567070007324
359,0.0,NaN,0.0,2.6810379028320312
360,0.0,NaN,0.0,2.809960126876831
361,0.0,NaN,0.0,2.9520018100738525
362,0.0,NaN,0.0,3.101362705230713
363,0.0,NaN,0.0,3.030916213989258
364,0.0,NaN,0.0,2.8842601776123047
365,0.0,NaN,0.0,2.7476377487182617
366,0.0,NaN,0.0,2.626833200454712
367,0.0,NaN,0.0,2.5274577140808105
368,0.0,NaN,0.0,2.93674373626709
369,0.0,NaN,0.0,2.8546061515808105
370,0.0,NaN,0.0,2.7846872806549072
371,0.0,NaN,0.0,2.7301857471466064
372,0.0,NaN,0.0,2.693704605102539
373,0.0,NaN,0.0,2.6770412921905518
374,0.0,NaN,0.0,2.681036949157715
375,0.0,NaN,0.0,2.7054896354675293
376,0.0,NaN,0.0,2.7491750717163086
377,0.0,NaN,0.0,2.8099594116210938
378,0.0,NaN,0.0,2.884993314743042
379,0.0,NaN,0.0,2.9708895683288574
380,0.0,NaN,0.0,3.063934087753296
381,0.0,NaN,0.0,3.122973680496216
382,0.0,NaN,0.0,3.0274946689605713
383,0.0,NaN,0.0,2.9367449283599854
384,0.0,NaN,0.0,2.9367473125457764
385,0.0,NaN,0.0,3.0274863243103027
386,0.0,NaN,0.0,3.122973680496216
387,0.0,NaN,0.0,3.0639281272888184
